"Plot11"
"Time (sec)","Acceleration1 (mm/sec**2)"
6.78333333333331,902.199434348076
6.79999999999998,858.136157417079
6.81666666666665,803.96521788008
6.83333333333331,738.752940874945
6.84999999999998,661.782827407858
6.86666666666665,572.620003316494
6.88333333333331,471.167604904999
6.89999999999998,357.70987472545
6.91666666666665,232.937568869964
6.93333333333331,97.9525515906934
6.94999999999998,-45.7492728283763
6.96666666666665,-196.315866987856
6.98333333333331,-351.594687692451
6.99999999999998,-509.20160507711
7.01666666666665,-666.597814090264
7.03333333333331,-821.169343784344
7.04999999999998,-970.304311208185
7.06666666666665,-1111.46406450414
7.08333333333331,-1242.24560594389
7.09999999999998,-1360.43393980875
7.11666666666665,-1464.04410564247
7.13333333333331,-1551.35351428593
7.14999999999998,-1620.92576731409
7.16666666666665,-1671.6274177115
7.18333333333331,-1702.6391619427
7.19999999999998,-1713.46279581337
7.21666666666665,-1703.92497401876
7.23333333333331,-1674.17843435084
7.24999999999998,-1624.70092129939
7.26666666666665,-1556.29160209193
7.28333333333331,-1470.06434011591
7.29999999999998,-1367.43680768441
7.31666666666665,-1250.11412080724
7.33333333333331,-1120.06551075706
7.34999999999998,-979.492565836027
7.36666666666665,-830.787837036431
7.38333333333331,-676.483145556824
7.39999999999998,-519.187770344793
7.41666666666665,-361.517790778094
7.43333333333331,-206.019119250548
7.44999999999998,-55.0879983437766
7.46666666666665,89.1062317758839
7.48333333333331,224.690719326014
7.49999999999998,350.145732088848
7.51666666666665,464.343698897184
7.53333333333331,566.567832964158
7.54999999999998,656.508714645423
7.56666666666665,734.240219271148
7.58333333333331,800.177403655557
7.59999999999998,855.02081029118
7.61666666666664,899.692368982262
7.63333333333331,935.268192743298
7.64999999999998,962.913028723305
7.66666666666664,983.820127568152
7.68333333333331,999.15906040237
7.69999999999998,1010.03275790486
7.71666666666664,1017.44394054273
7.73333333333331,1022.27025797608
7.74999999999998,1025.24690012083
7.76666666666664,1026.95517309347
7.78333333333331,1027.81550926629
7.79999999999998,1028.0835474731
7.81666666666664,1027.84821745034
7.83333333333331,1027.0311622389
7.84999999999998,1025.38724434443
7.86666666666664,1022.5063614971
7.88333333333331,1017.81721179365
7.89999999999998,1010.59405171122
7.91666666666664,999.967795340288
7.93333333333331,984.942980124676
7.94999999999998,964.422114127015
7.96666666666664,937.238667527846
7.98333333333331,902.199434348061
8,858.136157416992
