"Plot10"
"Time (sec)","Angular Displacement5 (deg)"
7.41666666666665,64.8419164272021
7.43333333333331,69.8419164272024
7.44999999999998,74.8419164272023
7.46666666666665,79.8419164272022
7.48333333333331,84.8419164272025
7.49999999999998,89.8419164272024
7.51666666666665,94.8419164272023
7.53333333333331,99.8419164272026
7.54999999999998,104.841916427202
7.56666666666665,109.841916427202
7.58333333333331,114.841916427203
7.59999999999998,119.841916427203
7.61666666666664,124.841916427202
7.63333333333331,129.841916427203
7.64999999999998,134.841916427203
7.66666666666664,139.841916427203
7.68333333333331,144.841916427203
7.69999999999998,149.841916427203
7.71666666666664,154.841916427203
7.73333333333331,159.841916427203
7.74999999999998,164.841916427203
7.76666666666664,169.841916427203
7.78333333333331,174.841916427203
7.79999999999998,179.841916427203
7.81666666666664,-175.158083572797
7.83333333333331,-170.158083572797
7.84999999999998,-165.158083572797
7.86666666666664,-160.158083572797
7.88333333333331,-155.158083572797
7.89999999999998,-150.158083572797
7.91666666666664,-145.158083572797
7.93333333333331,-140.158083572797
7.94999999999998,-135.158083572797
7.96666666666664,-130.158083572797
7.98333333333331,-125.158083572797
8,-120.15808357279
