"Plot9"
"Time (sec)","Velocity1 (mm/sec)"
6.38333333333332,-211.954864529135
6.39999999999998,-198.146730438697
6.41666666666665,-183.510709629817
6.43333333333332,-168.207532954321
6.44999999999998,-152.379169344227
6.46666666666665,-136.147859274166
6.48333333333332,-119.616086792795
6.49999999999998,-102.867345367895
6.51666666666665,-85.9675410578898
6.53333333333332,-68.9668811938222
6.54999999999998,-51.9021131661728
6.56666666666665,-34.7990011547495
6.58333333333332,-17.674954256886
6.59999999999998,-0.54180874304982
6.61666666666665,16.5917318341629
6.63333333333332,33.7166625374768
6.64999999999998,50.8215408240281
6.66666666666665,67.8893952440804
6.68333333333331,84.895068981512
6.69999999999998,101.802584481675
6.71666666666665,118.56265485351
6.73333333333331,135.11042698022
6.74999999999998,151.363566907915
6.76666666666665,167.220821600187
6.78333333333331,182.561208132623
6.79999999999998,197.243986959836
6.81666666666665,211.109565313522
6.83333333333331,223.981446517325
6.84999999999998,235.669289700045
6.86666666666665,245.973073927466
6.88333333333331,254.688276759575
6.89999999999998,261.611889071586
6.91666666666665,266.549004008779
6.93333333333331,269.319663713459
6.94999999999998,269.765596007317
6.96666666666665,267.756494398505
6.98333333333331,263.195511676363
6.99999999999998,256.023708908258
7.01666666666665,246.223281579556
7.03333333333331,233.819474965701
7.04999999999998,218.881187004182
7.06666666666665,201.520330017604
7.08333333333331,181.890076632086
7.09999999999998,160.182148231914
7.11666666666665,136.623317236801
7.13333333333331,111.471290959975
7.14999999999998,85.0101294049984
7.16666666666665,57.5453269978801
7.18333333333331,29.3986633808739
7.19999999999998,0.902904648613853
7.21666666666665,-27.6035835131292
7.23333333333331,-55.7822635902517
7.24999999999998,-83.2998552153332
7.26666666666665,-109.833725898278
7.28333333333331,-135.077196999716
7.29999999999998,-158.744704571315
7.31666666666665,-180.57673507868
7.33333333333331,-200.34443244836
7.34999999999998,-217.853747983503
7.36666666666665,-232.948982048133
7.38333333333331,-245.515550437631
7.39999999999998,-255.481803918323
7.41666666666665,-262.819741242558
7.43333333333331,-267.544487527446
7.44999999999998,-269.712462683861
7.46666666666665,-269.418236502088
7.48333333333331,-266.790152641478
7.49999999999998,-261.984893248615
7.51666666666665,-255.181244212886
7.53333333333331,-246.573367864044
7.54999999999998,-236.363961450991
7.56666666666665,-224.757637398967
7.58333333333331,-211.954864529129
7.59999999999998,-198.14673043869
7.61666666666664,-183.510709629811
7.63333333333331,-168.207532954315
7.64999999999998,-152.37916934422
7.66666666666664,-136.147859274159
7.68333333333331,-119.616086792788
7.69999999999998,-102.867345367886
7.71666666666664,-85.9675410578814
7.73333333333331,-68.9668811938153
7.74999999999998,-51.9021131661646
7.76666666666664,-34.7990011547425
7.78333333333331,-17.6749542568776
7.79999999999998,-0.541801481784806
7.81666666666664,16.5917318341698
7.83333333333331,33.7166625374838
7.84999999999998,50.8215408240351
7.86666666666664,67.8893952440874
7.88333333333331,84.8950689815189
7.89999999999998,101.802584481682
7.91666666666664,118.562654853515
7.93333333333331,135.110426980227
7.94999999999998,151.363566907921
7.96666666666664,167.220821600193
7.98333333333331,182.561208132628
8,197.243986959862
